"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_0","Input.input_1","Input.input_2","Input.input_3","Input.input_4","Input.input_5","Input.input_6","Input.input_7","Input.input_8","Input.input_9","Answer.q00","Answer.q01","Answer.q02","Answer.q10","Answer.q11","Answer.q12","Answer.q20","Answer.q21","Answer.q22","Answer.q30","Answer.q31","Answer.q32","Answer.q40","Answer.q41","Answer.q42","Answer.q50","Answer.q51","Answer.q52","Answer.q60","Answer.q61","Answer.q62","Answer.q70","Answer.q71","Answer.q72","Answer.q80","Answer.q81","Answer.q82","Answer.q90","Answer.q91","Answer.q92","Approve","Reject"
"3D17ECOUOEPHIIVDVQBRLX1ZW5I130","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3BV8HQ2ZZXVEW9TP0D7KRL2CP566AA","A2EXM21XS6NZV5","Approved","Thu Apr 09 04:36:26 PDT 2020","Thu Apr 09 04:37:36 PDT 2020","Sun Apr 12 04:37:36 PDT 2020","Sun Apr 12 04:37:48 PDT 2020","","","70","100% (24/24)","0% (0/0)","0% (0/0)","u.s. military : ` we must be a terrorist organization '","u.s. to reduce stigma of human life","u.s. to send troops to iraq","bashful terrorists kill 2 in afghanistan.......","` the world turns ' to be ` tv '","apple user has no idea what he's doing","executive on the verge of bankruptcy","i-5 -- i-5 -- not sure what 's happening to mexican border","audio guide to the world's most dangerous places........","u.s. military : ` the war is a great , and we 're not '","1","1","3","1","1","2","1","0","1","1","1","3","1","1","2","1","1","3","1","1","2","1","1","2","1","0","1","0","1","2"
"3D17ECOUOEPHIIVDVQBRLX1ZW5I130","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3M23Y66PO31IW5FJHDTBCLWIBBCS6R","A1UTBDKOQ2MKUD","Approved","Thu Apr 09 04:39:31 PDT 2020","Thu Apr 09 04:40:17 PDT 2020","Sun Apr 12 04:40:17 PDT 2020","Sun Apr 12 04:40:48 PDT 2020","","","46","100% (33/33)","0% (0/0)","0% (0/0)","u.s. military : ` we must be a terrorist organization '","u.s. to reduce stigma of human life","u.s. to send troops to iraq","bashful terrorists kill 2 in afghanistan.......","` the world turns ' to be ` tv '","apple user has no idea what he's doing","executive on the verge of bankruptcy","i-5 -- i-5 -- not sure what 's happening to mexican border","audio guide to the world's most dangerous places........","u.s. military : ` the war is a great , and we 're not '","1","1","3","1","1","3","1","0","1","1","1","2","0","0","1","1","1","1","1","1","3","0","0","1","1","1","3","1","1","2"
"3D17ECOUOEPHIIVDVQBRLX1ZW5I130","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3MX2NQ3YCAOU9I1464PTJNZAUV2X5N","AF76TSAI2BESQ","Approved","Thu Apr 09 04:26:13 PDT 2020","Thu Apr 09 04:27:04 PDT 2020","Sun Apr 12 04:27:04 PDT 2020","Sun Apr 12 04:27:48 PDT 2020","","","51","100% (46/46)","0% (0/0)","0% (0/0)","u.s. military : ` we must be a terrorist organization '","u.s. to reduce stigma of human life","u.s. to send troops to iraq","bashful terrorists kill 2 in afghanistan.......","` the world turns ' to be ` tv '","apple user has no idea what he's doing","executive on the verge of bankruptcy","i-5 -- i-5 -- not sure what 's happening to mexican border","audio guide to the world's most dangerous places........","u.s. military : ` the war is a great , and we 're not '","1","1","2","1","1","2","1","0","1","1","1","2","0","0","1","1","1","2","1","1","2","0","0","1","1","0","1","1","0","1"
"3TCFMTM8HEISX0ZURQXM2NW7QRI12P","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3E13VNJ1NOPYV5BQ6VNGDNZEU1S1I6","A2IUT0610X9CV0","Approved","Thu Apr 09 03:57:22 PDT 2020","Thu Apr 09 03:59:04 PDT 2020","Sun Apr 12 03:59:04 PDT 2020","Sun Apr 12 03:59:48 PDT 2020","","","102","100% (23/23)","0% (0/0)","0% (0/0)","biologists discover new way to get around","u.n. condemns failure of human rights","u.s. postal service to deliver letters","congress discontinues production of 'the onion'","amazon issues cease-fire to all of its customers","u.s. military warns of bin laden 's death","denis leary: 'the world is a better place'.......","l.a. airport police force force officers to check out all the street","courageous man arrested in korea........","u.s. to reduce corruption by 2040","1","0","1","1","0","1","1","1","2","1","0","1","1","1","3","1","0","1","1","0","1","0","0","1","0","0","1","1","1","2"
"3TCFMTM8HEISX0ZURQXM2NW7QRI12P","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3GM6G9ZBKORL08DQTT5IBMPQ3U5MTK","AF76TSAI2BESQ","Approved","Thu Apr 09 04:29:03 PDT 2020","Thu Apr 09 04:30:20 PDT 2020","Sun Apr 12 04:30:20 PDT 2020","Sun Apr 12 04:30:48 PDT 2020","","","77","100% (46/46)","0% (0/0)","0% (0/0)","biologists discover new way to get around","u.n. condemns failure of human rights","u.s. postal service to deliver letters","congress discontinues production of 'the onion'","amazon issues cease-fire to all of its customers","u.s. military warns of bin laden 's death","denis leary: 'the world is a better place'.......","l.a. airport police force force officers to check out all the street","courageous man arrested in korea........","u.s. to reduce corruption by 2040","1","0","1","1","1","1","1","1","2","1","1","2","1","1","2","1","1","2","1","0","1","0","0","1","1","0","1","1","1","2"
"3TCFMTM8HEISX0ZURQXM2NW7QRI12P","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3NG53N1RLWD8NRIFIBMF1UNYUMUP8T","A610SH5RY1NG1","Approved","Thu Apr 09 04:22:56 PDT 2020","Thu Apr 09 04:23:48 PDT 2020","Sun Apr 12 04:23:48 PDT 2020","Sun Apr 12 04:24:48 PDT 2020","","","52","100% (28/28)","0% (0/0)","0% (0/0)","biologists discover new way to get around","u.n. condemns failure of human rights","u.s. postal service to deliver letters","congress discontinues production of 'the onion'","amazon issues cease-fire to all of its customers","u.s. military warns of bin laden 's death","denis leary: 'the world is a better place'.......","l.a. airport police force force officers to check out all the street","courageous man arrested in korea........","u.s. to reduce corruption by 2040","1","1","1","1","0","1","1","1","2","1","1","2","1","1","2","1","1","2","1","0","1","1","0","1","1","0","1","1","0","1"
"3N7PQ0KLI5JG2JPP7E66SHKTLEME3W","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3E7TUJ2EGDGZCZYZIU1Y1W1K087D9O","A2IUT0610X9CV0","Approved","Thu Apr 09 03:50:37 PDT 2020","Thu Apr 09 03:51:54 PDT 2020","Sun Apr 12 03:51:54 PDT 2020","Sun Apr 12 03:52:48 PDT 2020","","","77","100% (23/23)","0% (0/0)","0% (0/0)","u.s. military to revoke complete complete complete complete","japanese exchange of ideas for new the onion","biggest loser of 2008: the economy.........","boyfriend not guilty in murder of 2-year-old.......","congress approves $1.3 billion stimulus package........","70 percent of all americans would like to see a little more of this","j.c. penney ceo resigns after 17-month plan to increase profits","u.s. census bureau announces new ` new ' campaign","chuck grassley: 'the best of the best'......","j. k. rowling to be a little more fun","0","0","1","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","1","3"
"3N7PQ0KLI5JG2JPP7E66SHKTLEME3W","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3LYA37P8IRHQEYJ68V1HWFR08IAKBN","A610SH5RY1NG1","Approved","Thu Apr 09 04:29:17 PDT 2020","Thu Apr 09 04:29:50 PDT 2020","Sun Apr 12 04:29:50 PDT 2020","Sun Apr 12 04:30:48 PDT 2020","","","33","100% (28/28)","0% (0/0)","0% (0/0)","u.s. military to revoke complete complete complete complete","japanese exchange of ideas for new the onion","biggest loser of 2008: the economy.........","boyfriend not guilty in murder of 2-year-old.......","congress approves $1.3 billion stimulus package........","70 percent of all americans would like to see a little more of this","j.c. penney ceo resigns after 17-month plan to increase profits","u.s. census bureau announces new ` new ' campaign","chuck grassley: 'the best of the best'......","j. k. rowling to be a little more fun","0","0","1","1","1","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1"
"3N7PQ0KLI5JG2JPP7E66SHKTLEME3W","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","3QECW5O0KIVNS1SK1UOWUKE4HZET50","AF76TSAI2BESQ","Approved","Thu Apr 09 04:19:36 PDT 2020","Thu Apr 09 04:21:52 PDT 2020","Sun Apr 12 04:21:52 PDT 2020","Sun Apr 12 04:22:48 PDT 2020","","","136","100% (46/46)","0% (0/0)","0% (0/0)","u.s. military to revoke complete complete complete complete","japanese exchange of ideas for new the onion","biggest loser of 2008: the economy.........","boyfriend not guilty in murder of 2-year-old.......","congress approves $1.3 billion stimulus package........","70 percent of all americans would like to see a little more of this","j.c. penney ceo resigns after 17-month plan to increase profits","u.s. census bureau announces new ` new ' campaign","chuck grassley: 'the best of the best'......","j. k. rowling to be a little more fun","0","0","1","1","0","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","2"
"3CZH926SIC81KF8T7SBP2MCZZEIE4H","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Thu Apr 09 03:39:14 PDT 2020","3","BatchId:3987159;OriginalHitTemplateId:928390905;","3600","259200","Thu Apr 16 03:39:14 PDT 2020","","","31EUONYN2WXOD32RB4KA482GVEXVOJ","A610SH5RY1NG1","Approved","Thu Apr 09 03:53:35 PDT 2020","Thu Apr 09 03:57:41 PDT 2020","Sun Apr 12 03:57:41 PDT 2020","Sun Apr 12 03:57:48 PDT 2020","","","246","100% (28/28)","0% (0/0)","0% (0/0)","` last minn ' receives 8 oscar nominations","u.s. dollar to be recalled to afghanistan","craigslist server has no idea how to get all the way to the top","area cherokee's 'dancing with the stars' premieres.....","defiant dallas, mccain, and the 'dancing with the stars'...","80 percent of all americans would like to see a little more of this","u.s. military to take action against syria","apple announces new iowa smartphone........","u.s. military : ` we 've got bin laden , and we 'll kill him '","u.s. to stop sending syrian refugees to syria","1","0","1","1","0","1","1","1","2","1","0","1","1","0","1","1","0","1","1","0","1","1","1","2","1","0","1","1","0","1"
